date,investor_deposit,deriv_deposit,broker_rp_balance,margin_call_unpaid,margin_call_liquidation,margin_liquidation_ratio,credit_loan_total,credit_loan_kospi,credit_loan_kosdaq,credit_short_total,credit_short_kospi,credit_short_kosdaq,subscription_loan,pledged_securities_loan,cma_rp,cma_mmf,cma_jonggeum,cma_note,cma_other,cma_balance,mmf_total,mmf_indiv,mmf_corp,mmf_other
2023-08-10,52886570,11625428,78285739,554634,51140,9.0,20373838,10506458,9867380,70235,48429,21806,0,22295814,27534117,2666163,0,15901451,24074560,70176291,182392683,14921312,167471371,0
2023-08-11,53213414,11554821,78033399,491393,49587,8.9,20343690,10511246,9832444,73903,51777,22126,0,22239169,27288250,2662171,0,15120429,23445226,68516076,179645166,14934430,164710736,0
2023-08-14,53528137,11629441,78064058,511231,46440,9.5,20469697,10595048,9874649,75473,53228,22245,0,22303260,27296916,2666807,0,15197815,23512877,68674414,179758308,14948025,164810283,0
2023-08-16,55680937,11746755,78084926,515057,54778,10.7,20504084,10607898,9896186,71820,50834,20986,0,22384913,27261024,2679807,0,15204432,23691378,68836640,180686761,14996520,165690241,0
2023-08-17,53960447,11790378,78392134,516163,51781,10.1,20557264,10647240,9910024,70840,50802,20037,0,22416817,27271268,2669826,0,15255135,23912155,69108384,182617442,15044294,167573148,0
2023-08-18,52594007,11718865,78458982,550284,51964,10.1,20438892,10592414,9846478,65040,46366,18675,0,22396055,27735275,2669056,0,16124192,24544994,71073517,182597496,15062567,167534930,0
2023-08-21,52809909,11716731,78600427,581854,57268,10.4,20265086,10514828,9750258,67059,46178,20882,0,22284058,27861821,2678056,0,16231650,24476966,71248493,182695968,15109969,167585999,0
2023-08-22,51751200,11667647,78165382,631683,52151,9.0,20188361,10477857,9710504,67140,46995,20145,0,22332130,27508950,2748039,0,15037475,23639140,68933603,184010099,15144398,168865701,0
2023-08-23,51488702,11680339,78274189,561341,47638,7.5,20124629,10481408,9643221,67758,46590,21169,0,22294416,27451466,2682169,0,14855979,23549625,68539238,181161367,15129469,166031898,0
2023-08-24,52067681,11767427,78300626,511770,48501,8.6,20019711,10431940,9587771,68182,46593,21589,0,22258994,27536300,2685622,0,15463664,23924532,69610119,179166933,15127569,164039363,0
2023-08-25,51391325,11670655,78027478,514162,47212,9.2,20140439,10482502,9657937,66046,45434,20613,0,22293745,27497927,2711098,0,15750738,24074252,70034015,179633477,15118790,164514686,0
2023-08-28,52743682,11585585,78216201,501561,50667,9.9,20123962,10457938,9666024,70110,48503,21607,0,22254488,27761440,2725091,0,16298215,24816865,71601610,179894497,15120447,164774051,0
2023-08-29,51589797,11542721,78111285,508578,48203,9.6,20174253,10496903,9677350,68773,47337,21435,0,22310939,27701753,2796795,0,16309948,24834381,71642876,181310804,15139987,166170817,0
2023-08-30,51489906,11541560,77969833,494968,46397,9.1,20178181,10504636,9673545,72134,49543,22591,0,22270387,27460103,2742464,0,15696986,24362754,70262306,181033564,15105172,165928392,0
2023-08-31,51578854,11523526,77315511,491120,47995,9.7,20226086,10531635,9694451,72928,50762,22166,0,22309519,27370230,2692474,0,15733687,23618350,69414741,178339815,15035670,163304146,0
2023-09-01,52846772,11659853,77933615,513859,47929,9.8,20265424,10546307,9719118,73595,51219,22376,0,22329199,27553687,2690568,0,16342424,24602419,71189097,178982462,14958626,164023835,0
2023-09-04,52673236,11713940,78145301,566403,47486,9.2,20337756,10577140,9760616,75496,53185,22311,0,22336594,27557322,2700214,0,16312740,24595456,71165732,183315701,15020503,168295198,0
2023-09-05,51301270,11643582,77967403,530351,50832,9.0,20388406,10595126,9793280,71784,49780,22004,0,22424762,27520888,2711522,0,16044040,24260284,70536735,184390643,15035111,169355532,0
2023-09-06,51306663,11657157,78131851,516563,49181,9.3,20384683,10545990,9838693,73991,51619,22372,0,22396183,27575176,2771718,0,16025499,24178784,70551178,185388108,15041613,170346495,0
2023-09-07,52480975,11688418,78614499,513051,48101,9.3,20430875,10555263,9875612,75230,52807,22423,0,22295085,27616015,2711376,0,16322369,24450939,71100699,184739700,15038187,169701513,0
2023-09-08,51061465,11346852,78583596,523595,49434,9.6,20491168,10596658,9894510,74736,51861,22875,0,22395520,27627004,2730378,0,16396722,24301831,71055935,181066860,15020473,166046387,0
2023-09-11,52005656,11404945,78658231,535300,54819,10.5,20444508,10569202,9875306,72174,50017,22157,0,22417703,27648026,2748560,0,16470691,24427368,71294645,177636179,15016247,162619932,0
2023-09-12,51004963,11401986,78174261,524917,50948,9.5,20416156,10567249,9848907,71971,49151,22820,0,22532869,27384269,2768115,0,15648088,23530211,69330684,179602968,15013520,164589448,0
2023-09-13,52158529,11528328,78271300,527784,51987,9.9,20459389,10601211,9858178,73068,49846,23222,0,22524198,27353006,2764775,0,15618827,23426461,69163069,180198903,14982946,165215957,0
2023-09-14,52192526,11456624,78669679,567762,50386,9.5,20417607,10595419,9822188,71542,48623,22919,0,22516529,27611029,2758980,0,16386136,24080705,70836850,181933899,14978164,166955735,0
2023-09-15,49306665,11293527,78044234,573613,51403,9.1,20278567,10515873,9762695,70060,47206,22854,0,22643457,27121729,2755328,0,15084416,22567133,67528607,183278056,14988782,168289274,0
2023-09-18,50001401,11215124,77874935,503677,47256,8.2,20181167,10452782,9728386,74630,51051,23579,0,22360346,27127348,2756122,0,15103482,22900382,67887334,182833928,14958832,167875096,0
2023-09-19,50681541,11206830,77934245,486013,51790,10.3,20139073,10383534,9755539,79235,57089,22147,0,22291640,27313823,2696044,0,15585856,23506441,69102163,182413356,14965124,167448232,0
2023-09-20,50850027,11063283,77451874,494495,49747,10.2,20198869,10452108,9746760,80139,58043,22096,0,22603580,26785463,2657741,0,13979309,22185719,65608232,180129449,14950420,165179029,0
2023-09-21,50859099,11020253,76756998,501845,47522,9.6,20230780,10495867,9734913,79002,56541,22461,0,22593891,26602627,2725427,0,14183478,22574390,66085923,179911232,14853846,165057386,0
2023-09-22,48030433,10880839,73890926,500245,50511,10.1,20210011,10503263,9706748,77600,55072,22528,0,23399721,24502088,2650423,0,10211781,19757012,57121305,177295175,14773548,162521626,0
2023-09-25,48149465,10752613,71303693,587510,58191,11.6,20120189,10519976,9600214,70290,49583,20707,0,23428547,24350958,2544734,0,10242280,19584669,56722641,175234613,14568120,160666493,0
2023-09-26,52631446,10734744,73872668,521508,57477,9.8,19913980,10436170,9477810,68608,48055,20553,0,22356528,27353725,2573808,0,16325672,23551445,69804649,173056974,14547386,158509588,0
2023-09-27,49989964,10438237,72376366,577511,54345,10.4,19702877,10322852,9380025,64689,44518,20170,0,22264215,27477235,2673436,0,16658991,23804396,70614058,170419270,14860967,155558303,0
2023-10-04,52246749,11006272,75668119,639898,49939,8.6,19453398,10217396,9236002,63541,43482,20059,0,22253502,27371052,2673422,0,16724965,23940984,70710424,169501987,14890123,154611863,0
2023-10-05,50491771,11363119,77244191,549282,54747,8.6,19322028,10156354,9165674,59798,40789,19008,0,22132949,27226569,2781766,0,16583358,24072633,70664326,176338507,14890431,161448076,0
2023-10-06,47445188,11284950,76567994,569792,56364,10.3,19175026,10092430,9082596,54960,38435,16525,0,22199259,26284548,2728609,0,14596673,22655123,66264954,179814113,14871372,164942742,0
2023-10-10,46538919,11363966,76782743,570490,51581,9.1,18810618,9910343,8900275,56871,38257,18615,0,22144575,26209369,2687152,0,14552498,22240752,65689771,181097800,14843317,166254483,0
2023-10-11,46785913,11267786,76362260,531027,54478,9.5,18716588,9878016,8838572,58950,39731,19219,0,22138507,25886820,2691562,0,13678077,21845794,64102253,181128324,14831978,166296345,0
2023-10-12,49099046,11061290,76938479,541078,51450,9.7,18546147,9759554,8786593,56854,39470,17384,0,22208371,25960251,2654164,0,13698563,21863770,64176748,180838357,14797294,166041063,0
2023-10-13,49492020,11005066,78781732,512845,45671,8.4,18464129,9714863,8749266,59307,42149,17158,0,21864284,27527242,2665970,0,16626987,24276173,71096372,185718725,14778402,170940322,0
2023-10-16,47762767,11018353,78694722,501400,47069,9.2,18508093,9729069,8779024,63854,44743,19111,0,21849302,27472776,2773981,0,16789689,24137898,71174343,186690935,14914112,171776823,0
2023-10-17,46595625,11008854,78114046,517395,51152,10.2,18607893,9795973,8811921,62696,43686,19010,0,21981439,26888787,2765965,0,15119910,23011957,67786619,188010408,14928253,173082155,0
2023-10-18,46635303,10859219,78249414,762278,276755,53.5,18561836,9791627,8770209,57290,40055,17235,0,21729989,26871635,2737560,0,15116437,23098332,67823963,187724063,14904107,172819956,0
2023-10-19,47248931,10815184,77953469,1001378,525720,69.0,18517531,9764796,8752735,62506,43915,18591,0,21436113,26694801,2669298,0,14735206,22754900,66854206,187952161,14892508,173059653,0
2023-10-20,47898485,10795222,77782028,1025863,549737,54.9,18460509,9718004,8742505,63239,44799,18441,0,21461237,26786720,2678705,0,14806257,22646132,66917813,187129383,14881667,172247716,0
2023-10-23,48228826,10871136,78085707,1031970,549586,53.6,18226806,9615347,8611458,56452,39959,16493,0,21473095,27226574,2693031,0,16898138,24108182,70925924,187220388,14888378,172332011,0
2023-10-24,47033963,10847990,77717605,1048618,548729,53.2,17823435,9413233,8410201,51371,36358,15013,0,21412944,26841852,2694560,0,15726397,23206111,68468921,187646198,14900625,172745573,0
2023-10-25,46534124,10835468,77547710,1037631,9622,0.9,17617064,9308824,8308239,50448,35863,14585,0,21330561,26718086,2701242,0,15660115,22908961,67988404,186622259,14872772,171749486,0
2023-10-26,48547447,10985697,77933113,1002768,11334,1.1,17479130,9254713,8224417,51380,35876,15505,0,21153839,27046477,2722250,0,16746453,24028420,70543600,187069447,14880293,172189154,0
2023-10-27,48445979,10815803,77547162,1028367,12700,1.3,17484300,9250731,8233569,53155,37467,15689,0,21183445,26789628,2671273,0,16011918,23486712,68959531,187017177,14898849,172118328,0
2023-10-30,47194481,10797735,77173839,1175310,12215,1.2,17183887,9087995,8095891,47699,34157,13542,0,21198599,26757979,2672672,0,16133668,23535962,69100281,192617119,14891605,177725514,0
2023-10-31,46056992,10732845,76985775,1012517,8387,0.7,16970414,8976975,7993439,48382,33769,14613,0,21175790,26844767,2670413,0,16867772,23405654,69788606,192916402,14853732,178062669,0
2023-11-01,46011980,10767882,76994428,994906,10367,1.0,16877675,8929140,7948535,51178,36129,15049,0,21143378,26402966,2662356,0,15602430,22607071,67274822,193953875,14802508,179151367,0
2023-11-02,45021523,10601347,77079353,983512,21877,2.2,16799902,8888666,7911237,48955,35454,13501,0,21187806,26181950,2668460,0,14933629,22335495,66119534,196871365,14747568,182123797,0
2023-11-03,44682019,10551053,76998726,954603,50624,5.1,16624782,8790986,7833796,51076,37638,13438,0,21104647,26005607,2631816,0,14303183,22098215,65038820,198151248,14697013,183454235,0
2023-11-06,47429769,10784675,76681108,925889,2137,0.2,16576692,8763558,7813134,55879,40305,15575,0,21173711,25963804,2646083,0,14721875,22169942,65501705,197695052,14649363,183045689,0
2023-11-07,47810097,10877778,77303331,906492,4321,0.5,16603948,8750454,7853494,59237,43772,15465,0,21252746,26593316,2654949,0,15780330,23085024,68113619,198777199,14643430,184133769,0
2023-11-08,47870312,10766076,77777376,1028594,1946,0.2,16750663,8806006,7944657,49116,35992,13124,0,21174744,26862678,2725047,0,15957090,23349387,68894201,197090392,14723147,182367244,0
2023-11-09,47202390,10574578,77626294,1049027,5926,0.6,17094532,8998629,8095903,47160,34684,12476,0,21424215,26711253,2879578,0,16023934,23375940,68990706,195487341,14703278,180784063,0
2023-11-10,48174449,10568199,77200076,981045,10490,1.0,17117318,9014289,8103029,46148,33868,12280,0,21425623,26488827,2850269,0,14951718,22025604,66316418,189974050,14695061,175278990,0
